,Type,Episodes,Rating,Start_season,Score
6749,Special,1,R - 17+ (violence & profanity),Winter,7.15
6750,Special,2,PG-13 - Teens 13 or older,Fall,6.49
6751,TV,99,PG-13 - Teens 13 or older,Spring,8.52
6752,ONA,1,R - 17+ (violence & profanity),Fall,6.1
6753,OVA,1,PG-13 - Teens 13 or older,Winter,6.5
6754,OVA,1,PG-13 - Teens 13 or older,Spring,6.4
6755,OVA,1,PG - Children,Summer,6.18
6756,TV,12,R - 17+ (violence & profanity),Spring,7.86
6757,Special,6,PG-13 - Teens 13 or older,Fall,6.11
6761,TV,13,PG-13 - Teens 13 or older,Spring,6.74
6762,TV,13,R - 17+ (violence & profanity),Spring,7.25
6763,TV,24,PG-13 - Teens 13 or older,Spring,6.7
6764,Movie,1,PG-13 - Teens 13 or older,Fall,8.05
6765,TV,25,PG - Children,Spring,6.64
6767,Special,12,PG-13 - Teens 13 or older,Spring,5.79
6768,TV,13,R+ - Mild Nudity,Summer,7.55
6770,Movie,1,G - All Ages,Spring,6.6
6772,Special,10,R - 17+ (violence & profanity),Winter,6.52
6773,Special,1,PG-13 - Teens 13 or older,Spring,6.75
6776,TV,12,PG-13 - Teens 13 or older,Spring,8.36
6777,TV,12,R+ - Mild Nudity,Summer,6.64
6778,OVA,1,Rx - Hentai,Spring,5.24
6781,OVA,1,PG-13 - Teens 13 or older,Fall,6.73
6782,Movie,1,G - All Ages,Winter,6.03
6783,Special,6,R+ - Mild Nudity,Summer,6.17
6784,OVA,1,R+ - Mild Nudity,Spring,6.13
6785,Special,2,G - All Ages,Fall,6.69
6788,OVA,1,PG-13 - Teens 13 or older,Winter,5.21
6790,TV,26,PG-13 - Teens 13 or older,Spring,6.44
6793,Music,1,PG-13 - Teens 13 or older,Winter,7.21
6795,TV,58,G - All Ages,Winter,7.05
6796,OVA,1,G - All Ages,Winter,6.132075471698113
6799,Movie,1,PG-13 - Teens 13 or older,Summer,6.51
6800,Special,1,PG-13 - Teens 13 or older,Fall,6.32
6801,Special,6,PG-13 - Teens 13 or older,Spring,7.23
6802,Movie,1,PG - Children,Summer,6.44
6803,Special,1,PG-13 - Teens 13 or older,Summer,7.2
6804,TV,6,PG-13 - Teens 13 or older,Spring,6.11
6805,TV,13,PG-13 - Teens 13 or older,Summer,7.49
6807,OVA,1,PG-13 - Teens 13 or older,Summer,6.45
6808,Special,1,PG-13 - Teens 13 or older,Fall,6.15
6809,OVA,2,PG-13 - Teens 13 or older,Spring,7.07
6810,Special,5,G - All Ages,Winter,6.61
6811,Special,3,G - All Ages,Fall,7.04
6812,TV,13,PG-13 - Teens 13 or older,Spring,7.25
6813,OVA,7,R - 17+ (violence & profanity),Fall,6.51
6815,Special,2,PG-13 - Teens 13 or older,Spring,6.9
6816,OVA,2,R+ - Mild Nudity,Summer,7.3
6817,Movie,1,PG-13 - Teens 13 or older,Summer,6.62
6818,TV,25,PG-13 - Teens 13 or older,Spring,7.29
6823,TV,39,PG-13 - Teens 13 or older,Summer,5.169014084507042
6824,OVA,4,R+ - Mild Nudity,Spring,5.68
6825,TV,130,G - All Ages,Spring,5.641025641025641
6827,Movie,1,PG-13 - Teens 13 or older,Spring,6.77
6831,OVA,2,PG-13 - Teens 13 or older,Summer,5.72
6836,TV,50,G - All Ages,Spring,7.94
6837,Special,2,PG-13 - Teens 13 or older,Winter,7.06
6841,Movie,1,PG-13 - Teens 13 or older,Winter,6.67
6842,Movie,1,PG-13 - Teens 13 or older,Fall,8.18
6844,TV,51,PG - Children,Spring,6.68
6846,Movie,1,G - All Ages,Fall,6.12
6847,TV,39,PG - Children,Spring,7.24
6848,Special,1,R - 17+ (violence & profanity),Summer,6.11
6849,OVA,1,PG-13 - Teens 13 or older,Summer,7.18
6851,TV,12,PG-13 - Teens 13 or older,Spring,7.7
6854,Special,6,PG-13 - Teens 13 or older,Spring,7.86
6855,TV,44,G - All Ages,Winter,5.166666666666667
6856,OVA,1,PG-13 - Teens 13 or older,Fall,5.925925925925926
6861,Movie,1,G - All Ages,Summer,7.62
6863,Special,2,PG-13 - Teens 13 or older,Winter,6.45
6864,TV,97,PG-13 - Teens 13 or older,Spring,6.28
6865,Music,1,G - All Ages,Summer,6.48
6866,TV,12,PG-13 - Teens 13 or older,Winter,5.62
6871,TV,52,PG - Children,Spring,6.66
6872,Movie,1,PG - Children,Summer,6.04
6873,TV,12,PG-13 - Teens 13 or older,Summer,6.28
6874,Movie,1,G - All Ages,Summer,5.89
6875,TV,51,PG-13 - Teens 13 or older,Spring,7.14
6877,Special,3,R+ - Mild Nudity,Spring,6.42
6879,OVA,2,Rx - Hentai,Spring,5.93
6880,OVA,2,Rx - Hentai,Spring,6.83
6882,TV,26,G - All Ages,Spring,6.76
6883,ONA,1,G - All Ages,Fall,5.096774193548387
6884,OVA,1,G - All Ages,Spring,6.51
6887,OVA,2,R+ - Mild Nudity,Spring,7.25
6888,OVA,6,Rx - Hentai,Winter,7.12
6889,Special,2,PG-13 - Teens 13 or older,Summer,7.17
6897,TV,12,R - 17+ (violence & profanity),Summer,7.48
6898,Movie,1,PG-13 - Teens 13 or older,Summer,7.67
6899,Movie,1,PG-13 - Teens 13 or older,Winter,7.77
6900,TV,25,R - 17+ (violence & profanity),Fall,8.35
6901,Special,1,PG-13 - Teens 13 or older,Winter,6.36
6902,TV,25,G - All Ages,Spring,6.5
6903,TV,26,G - All Ages,Spring,5.77
6905,TV,39,PG-13 - Teens 13 or older,Spring,6.84
6907,TV,60,PG - Children,Spring,6.49
6908,TV,12,R+ - Mild Nudity,Summer,6.89
6912,Movie,1,G - All Ages,Winter,6.46
6913,Movie,1,PG-13 - Teens 13 or older,Winter,7.1
6915,Movie,1,R - 17+ (violence & profanity),Winter,6.29
6918,Special,2,R - 17+ (violence & profanity),Winter,7.07
6919,TV,52,PG - Children,Fall,6.31
6921,TV,25,PG - Children,Spring,6.75
6922,TV,13,R+ - Mild Nudity,Spring,7.78
6924,Movie,1,G - All Ages,Summer,6.27
6925,OVA,1,Rx - Hentai,Spring,6.35
6926,OVA,2,Rx - Hentai,Spring,6.85
6927,OVA,2,Rx - Hentai,Spring,7.38
6929,TV,38,PG - Children,Spring,6.09
6931,Movie,1,R - 17+ (violence & profanity),Fall,6.33
6932,Special,7,PG-13 - Teens 13 or older,Spring,7.52
6934,Special,1,PG-13 - Teens 13 or older,Winter,5.58
6935,ONA,3,PG-13 - Teens 13 or older,Winter,6.4
6936,Movie,1,G - All Ages,Winter,6.52
6937,ONA,1,G - All Ages,Winter,5.89
6938,Special,1,G - All Ages,Spring,5.62
6939,TV,51,G - All Ages,Spring,7.17
6940,Special,6,PG-13 - Teens 13 or older,Winter,6.67
6941,OVA,3,PG-13 - Teens 13 or older,Summer,7.49
6942,Movie,1,PG-13 - Teens 13 or older,Winter,7.24
6944,OVA,4,PG-13 - Teens 13 or older,Summer,6.44
6945,Special,2,PG-13 - Teens 13 or older,Winter,6.8
6946,OVA,1,PG-13 - Teens 13 or older,Summer,5.65
6949,Special,1,G - All Ages,Summer,5.79
6950,Music,1,G - All Ages,Winter,4.25
6951,OVA,3,Rx - Hentai,Spring,6.45
6952,TV,12,R+ - Mild Nudity,Fall,7.94
6953,TV,13,PG-13 - Teens 13 or older,Summer,7.32
6954,Movie,1,R - 17+ (violence & profanity),Fall,7.36
6955,TV,13,PG-13 - Teens 13 or older,Summer,7.48
6956,Special,6,R+ - Mild Nudity,Winter,7.27
6959,TV,12,R+ - Mild Nudity,Summer,6.6
6961,Special,1,G - All Ages,Spring,5.75
6962,Special,1,G - All Ages,Summer,5.6
6963,TV,13,PG-13 - Teens 13 or older,Spring,6.87
6965,Movie,1,R+ - Mild Nudity,Fall,7.38
6966,Special,1,PG-13 - Teens 13 or older,Summer,7.6
6969,TV,11,PG-13 - Teens 13 or older,Summer,7.22
6970,OVA,1,R - 17+ (violence & profanity),Summer,6.94
6973,ONA,7,G - All Ages,Spring,5.65
6974,Special,4,PG-13 - Teens 13 or older,Winter,7.39
6975,TV,38,PG-13 - Teens 13 or older,Spring,5.698924731182796
6976,ONA,78,PG-13 - Teens 13 or older,Spring,5.585714285714285
6978,Movie,1,G - All Ages,Fall,5.33
6979,OVA,1,PG - Children,Summer,5.07
6980,OVA,5,PG-13 - Teens 13 or older,Fall,6.626506024096385
6986,OVA,1,PG-13 - Teens 13 or older,Summer,7.37
6988,Special,1,G - All Ages,Winter,6.19
6999,Special,1,PG-13 - Teens 13 or older,Fall,6.6
7001,TV,13,PG-13 - Teens 13 or older,Summer,7.73
7007,Special,11,R - 17+ (violence & profanity),Winter,7.0
7008,ONA,4,G - All Ages,Winter,6.27
7009,TV,11,PG-13 - Teens 13 or older,Summer,7.29
7010,Special,1,PG-13 - Teens 13 or older,Summer,7.5
7011,OVA,2,Rx - Hentai,Spring,6.87
7012,TV,22,PG-13 - Teens 13 or older,Fall,7.35
7013,TV,22,R - 17+ (violence & profanity),Fall,8.38
7014,Special,1,R - 17+ (violence & profanity),Winter,6.59
7016,Movie,1,PG-13 - Teens 13 or older,Spring,6.32
7017,OVA,1,Rx - Hentai,Summer,5.91
7018,TV,26,PG-13 - Teens 13 or older,Fall,7.52
7019,TV,13,PG-13 - Teens 13 or older,Spring,7.05
7020,TV,12,R+ - Mild Nudity,Fall,7.51
7021,Movie,1,PG-13 - Teens 13 or older,Summer,7.67
7027,Special,7,PG-13 - Teens 13 or older,Summer,6.21
7029,OVA,1,G - All Ages,Fall,5.61
7030,Movie,1,R+ - Mild Nudity,Fall,7.54
7032,OVA,1,PG-13 - Teens 13 or older,Spring,6.81
7033,Special,1,PG-13 - Teens 13 or older,Spring,6.63
7035,Special,2,PG-13 - Teens 13 or older,Winter,6.46
7036,TV,24,PG-13 - Teens 13 or older,Fall,8.19
7037,OVA,2,PG-13 - Teens 13 or older,Fall,7.8
7038,TV,23,PG-13 - Teens 13 or older,Fall,6.178861788617886
7040,OVA,2,Rx - Hentai,Spring,6.72
7044,Movie,1,PG - Children,Summer,6.45
7045,OVA,1,R+ - Mild Nudity,Summer,6.07
7053,OVA,1,G - All Ages,Winter,6.64
7054,OVA,1,G - All Ages,Winter,5.04
7056,OVA,1,PG-13 - Teens 13 or older,Spring,7.04
7057,OVA,2,R - 17+ (violence & profanity),Winter,6.24
7058,OVA,6,R+ - Mild Nudity,Summer,7.6
7059,Special,6,R+ - Mild Nudity,Spring,6.12
7061,Special,8,PG-13 - Teens 13 or older,Summer,6.22
7062,Movie,1,R - 17+ (violence & profanity),Winter,6.3
7064,Special,2,PG-13 - Teens 13 or older,Spring,6.1
7065,OVA,3,PG-13 - Teens 13 or older,Fall,7.24
7067,OVA,2,Rx - Hentai,Summer,6.68
7068,OVA,2,PG-13 - Teens 13 or older,Summer,7.15
7070,Special,2,G - All Ages,Summer,6.29
7074,Special,1,PG-13 - Teens 13 or older,Summer,6.29
7076,Special,1,PG-13 - Teens 13 or older,Spring,5.99
7077,OVA,1,PG-13 - Teens 13 or older,Summer,6.01
7078,Special,1,PG-13 - Teens 13 or older,Summer,6.05
7080,OVA,1,R+ - Mild Nudity,Summer,7.09
7082,TV,13,PG-13 - Teens 13 or older,Winter,5.86
7084,Special,1,PG-13 - Teens 13 or older,Winter,6.16
7085,OVA,1,PG-13 - Teens 13 or older,Fall,6.63
7088,ONA,10,PG-13 - Teens 13 or older,Summer,6.22
7089,TV,24,PG-13 - Teens 13 or older,Fall,7.99
7090,ONA,7,PG-13 - Teens 13 or older,Spring,6.19
7091,TV,24,PG - Children,Summer,6.41
7093,Special,2,R - 17+ (violence & profanity),Spring,6.76
7094,ONA,1,PG - Children,Spring,7.44
7096,OVA,2,Rx - Hentai,Summer,6.86
7098,TV,12,PG-13 - Teens 13 or older,Fall,7.55
7099,OVA,2,PG-13 - Teens 13 or older,Fall,6.44
7100,OVA,1,R+ - Mild Nudity,Fall,6.52
7101,Movie,1,PG-13 - Teens 13 or older,Winter,7.89
7102,OVA,1,PG-13 - Teens 13 or older,Summer,5.62
7103,Movie,1,PG-13 - Teens 13 or older,Summer,5.91
7104,Special,1,R - 17+ (violence & profanity),Fall,7.51
7105,TV,12,R+ - Mild Nudity,Fall,6.53
7110,TV,13,PG-13 - Teens 13 or older,Fall,7.55
7111,OVA,1,PG-13 - Teens 13 or older,Summer,6.02
7113,TV,12,PG-13 - Teens 13 or older,Fall,6.32
7114,OVA,1,G - All Ages,Spring,6.01
7115,Movie,1,G - All Ages,Fall,6.215686274509804
7117,Movie,1,PG-13 - Teens 13 or older,Spring,7.34
7118,TV,26,PG-13 - Teens 13 or older,Summer,6.26
7119,TV,12,R+ - Mild Nudity,Winter,6.46
7120,TV,13,PG-13 - Teens 13 or older,Fall,7.49
7121,Movie,1,PG-13 - Teens 13 or older,Fall,7.0
7122,Special,1,PG-13 - Teens 13 or older,Spring,6.48
7123,TV,37,PG - Children,Summer,6.48
7124,TV,12,R - 17+ (violence & profanity),Fall,7.39
7125,Movie,1,PG-13 - Teens 13 or older,Winter,5.88
7126,Movie,1,PG-13 - Teens 13 or older,Winter,7.85
7127,Movie,1,R - 17+ (violence & profanity),Winter,7.93
7128,TV,12,PG-13 - Teens 13 or older,Winter,6.82
7130,Special,13,G - All Ages,Summer,6.07
7131,OVA,1,PG-13 - Teens 13 or older,Fall,6.31
7134,TV,25,PG-13 - Teens 13 or older,Winter,8.43
7135,Movie,1,R - 17+ (violence & profanity),Fall,7.59
7136,TV,13,PG-13 - Teens 13 or older,Fall,7.51
7138,OVA,1,PG-13 - Teens 13 or older,Spring,5.26
7139,TV,13,PG-13 - Teens 13 or older,Winter,7.69
7140,TV,25,PG-13 - Teens 13 or older,Fall,8.07
7141,TV,12,PG-13 - Teens 13 or older,Winter,6.68
7143,TV,12,PG-13 - Teens 13 or older,Fall,7.46
7146,OVA,3,Rx - Hentai,Summer,6.75
7148,TV,12,PG-13 - Teens 13 or older,Summer,5.27
7149,OVA,1,PG-13 - Teens 13 or older,Fall,7.42
7150,Special,6,PG-13 - Teens 13 or older,Winter,6.23
7151,Special,1,R - 17+ (violence & profanity),Spring,7.04
7152,TV,26,G - All Ages,Spring,5.375
7153,OVA,2,PG-13 - Teens 13 or older,Summer,6.8
7154,Movie,1,R+ - Mild Nudity,Summer,6.7
7156,TV,13,PG-13 - Teens 13 or older,Fall,7.23
7157,Special,2,PG-13 - Teens 13 or older,Summer,6.51
7158,TV,12,PG-13 - Teens 13 or older,Fall,7.05
7162,Special,1,R+ - Mild Nudity,Spring,6.13
7163,Movie,1,R+ - Mild Nudity,Spring,7.49
7164,Special,1,PG-13 - Teens 13 or older,Summer,6.36
7166,TV,13,PG-13 - Teens 13 or older,Summer,6.4
7167,TV,13,PG-13 - Teens 13 or older,Fall,8.04
7168,TV,26,R - 17+ (violence & profanity),Fall,8.06
7169,Movie,1,G - All Ages,Spring,7.7
7170,TV,12,PG-13 - Teens 13 or older,Fall,7.77
7172,TV,13,PG-13 - Teens 13 or older,Winter,7.06
7173,ONA,26,PG-13 - Teens 13 or older,Summer,7.01
7174,OVA,6,PG-13 - Teens 13 or older,Summer,7.36
7175,TV,25,PG-13 - Teens 13 or older,Fall,7.21
7177,Movie,1,R - 17+ (violence & profanity),Summer,8.03
7178,TV,12,PG-13 - Teens 13 or older,Winter,7.35
7179,TV,13,PG-13 - Teens 13 or older,Spring,8.07
7180,Movie,1,PG-13 - Teens 13 or older,Winter,7.14
7182,TV,13,PG-13 - Teens 13 or older,Winter,6.58
7183,TV,10,PG-13 - Teens 13 or older,Summer,7.11
7184,TV,12,PG-13 - Teens 13 or older,Winter,7.31
7185,OVA,3,PG-13 - Teens 13 or older,Fall,7.21
7186,Movie,1,PG-13 - Teens 13 or older,Winter,7.41
7187,Movie,1,PG-13 - Teens 13 or older,Spring,6.67
7188,OVA,1,PG-13 - Teens 13 or older,Summer,6.3
7189,OVA,1,PG-13 - Teens 13 or older,Winter,6.34
7190,OVA,1,R+ - Mild Nudity,Winter,6.7
7191,TV,29,PG - Children,Fall,6.58
7192,TV,12,PG-13 - Teens 13 or older,Spring,6.58
7194,TV,13,PG-13 - Teens 13 or older,Winter,7.66
7195,Movie,1,PG - Children,Summer,6.11
7197,Music,1,PG-13 - Teens 13 or older,Summer,7.31
7199,TV,12,R+ - Mild Nudity,Winter,7.4
7200,TV,51,G - All Ages,Fall,6.42
7201,OVA,2,Rx - Hentai,Fall,7.16
7203,OVA,2,Rx - Hentai,Summer,6.57
7204,ONA,20,PG-13 - Teens 13 or older,Summer,6.68
7207,OVA,4,R - 17+ (violence & profanity),Summer,6.58
7208,Movie,1,PG-13 - Teens 13 or older,Summer,7.95
7209,TV,13,G - All Ages,Fall,6.0
7210,TV,8,PG-13 - Teens 13 or older,Fall,5.22
7211,TV,13,PG-13 - Teens 13 or older,Winter,7.44
7212,TV,14,PG-13 - Teens 13 or older,Fall,8.08
7214,Movie,1,PG - Children,Fall,6.27906976744186
7217,TV,12,PG-13 - Teens 13 or older,Winter,6.07
7220,OVA,3,Rx - Hentai,Fall,7.11
7221,TV,12,PG-13 - Teens 13 or older,Winter,7.3
7223,OVA,2,PG-13 - Teens 13 or older,Fall,7.72
7224,TV,12,PG-13 - Teens 13 or older,Winter,6.33
7225,TV,12,PG-13 - Teens 13 or older,Fall,6.61
7226,Music,1,PG-13 - Teens 13 or older,Summer,5.65
7228,Special,3,R+ - Mild Nudity,Fall,5.78
7231,Movie,1,G - All Ages,Summer,6.121212121212121
7232,Special,1,G - All Ages,Summer,7.01
7233,Movie,1,PG-13 - Teens 13 or older,Fall,6.31
7234,ONA,20,PG-13 - Teens 13 or older,Winter,7.54
7235,Movie,1,R - 17+ (violence & profanity),Summer,7.54
7236,Movie,1,R - 17+ (violence & profanity),Spring,7.33
7237,Movie,1,R - 17+ (violence & profanity),Summer,7.27
7238,OVA,6,G - All Ages,Summer,5.5
7240,TV,12,PG-13 - Teens 13 or older,Spring,7.24
7241,Movie,1,PG-13 - Teens 13 or older,Fall,8.24
7242,OVA,1,G - All Ages,Winter,6.49
7243,Special,2,R+ - Mild Nudity,Spring,6.75
7244,Movie,1,G - All Ages,Fall,7.28
7245,TV,12,G - All Ages,Fall,6.23
7246,TV,10,PG-13 - Teens 13 or older,Winter,7.56
7247,Special,1,PG-13 - Teens 13 or older,Summer,8.15
7248,Special,1,R+ - Mild Nudity,Summer,6.48
7249,Movie,1,PG-13 - Teens 13 or older,Summer,8.96
7250,Movie,1,G - All Ages,Winter,6.61
7251,ONA,5,PG-13 - Teens 13 or older,Summer,7.17
7252,TV,12,R+ - Mild Nudity,Spring,6.77
7253,TV,12,PG-13 - Teens 13 or older,Winter,7.23
7254,ONA,5,PG-13 - Teens 13 or older,Summer,5.15
7255,OVA,1,R+ - Mild Nudity,Winter,5.72
7260,OVA,1,PG-13 - Teens 13 or older,Winter,6.79
7261,TV,13,PG-13 - Teens 13 or older,Fall,9.04
7263,OVA,1,PG-13 - Teens 13 or older,Summer,6.78
7264,OVA,1,R+ - Mild Nudity,Fall,7.49
7265,OVA,1,PG-13 - Teens 13 or older,Fall,7.42
7266,TV,12,R+ - Mild Nudity,Summer,7.54
7267,Music,1,PG-13 - Teens 13 or older,Winter,6.49
7270,Special,9,PG-13 - Teens 13 or older,Summer,7.69
7271,TV,73,PG-13 - Teens 13 or older,Fall,6.85
7272,Special,6,PG-13 - Teens 13 or older,Summer,6.08
7274,Music,9,PG-13 - Teens 13 or older,Summer,4.87
7276,Special,2,G - All Ages,Fall,5.11
7277,OVA,1,PG-13 - Teens 13 or older,Fall,5.47
7278,OVA,4,Rx - Hentai,Fall,7.44
7281,TV,20,G - All Ages,Fall,5.1
7282,TV,52,G - All Ages,Fall,6.36
7283,TV,10,R+ - Mild Nudity,Winter,6.19
7286,TV,12,R - 17+ (violence & profanity),Spring,7.22
7287,OVA,1,PG-13 - Teens 13 or older,Winter,7.42
7288,TV,12,PG-13 - Teens 13 or older,Summer,6.13
7290,OVA,1,R+ - Mild Nudity,Winter,6.76
7291,TV,59,PG-13 - Teens 13 or older,Winter,7.17
7292,TV,13,PG-13 - Teens 13 or older,Winter,7.44
7293,Special,6,PG-13 - Teens 13 or older,Summer,7.23
7294,OVA,3,R - 17+ (violence & profanity),Fall,6.74
7295,ONA,64,PG-13 - Teens 13 or older,Winter,7.14
7296,TV,25,PG-13 - Teens 13 or older,Fall,7.28
7301,ONA,6,PG-13 - Teens 13 or older,Summer,7.26
7302,TV,4,R - 17+ (violence & profanity),Fall,7.98
7303,TV,12,PG-13 - Teens 13 or older,Spring,7.28
7304,Special,2,PG-13 - Teens 13 or older,Summer,7.21
7306,Special,1,PG-13 - Teens 13 or older,Fall,6.98
7307,Special,6,R+ - Mild Nudity,Summer,6.59
7308,TV,12,G - All Ages,Summer,7.55
7309,Special,1,R - 17+ (violence & profanity),Fall,7.25
7310,Special,1,PG-13 - Teens 13 or older,Summer,5.67
7311,TV,30,G - All Ages,Fall,5.9
7312,TV,13,PG-13 - Teens 13 or older,Winter,7.35
7313,Special,6,PG-13 - Teens 13 or older,Summer,5.99
7314,Movie,1,PG-13 - Teens 13 or older,Spring,7.84
7315,OVA,2,PG-13 - Teens 13 or older,Fall,7.51
7316,OVA,1,PG-13 - Teens 13 or older,Fall,6.55
7317,Special,1,PG-13 - Teens 13 or older,Fall,6.83
7318,Movie,1,G - All Ages,Fall,7.04
7320,TV,13,PG-13 - Teens 13 or older,Summer,7.46
7321,TV,38,PG - Children,Winter,5.67
7323,TV,13,PG-13 - Teens 13 or older,Spring,7.83
7324,Special,6,PG-13 - Teens 13 or older,Fall,7.19
7325,Movie,1,G - All Ages,Fall,7.45
7327,OVA,2,R - 17+ (violence & profanity),Fall,7.04
7328,Special,1,G - All Ages,Winter,5.309523809523809
7330,OVA,2,Rx - Hentai,Winter,7.06
7333,OVA,1,PG-13 - Teens 13 or older,Spring,6.22
7334,TV,24,PG-13 - Teens 13 or older,Spring,7.36
7335,TV,49,G - All Ages,Fall,5.8493150684931505
7337,TV,26,G - All Ages,Summer,5.282608695652174
7339,Special,7,PG-13 - Teens 13 or older,Fall,6.72
7340,Special,6,R+ - Mild Nudity,Fall,6.27
7341,TV,12,PG-13 - Teens 13 or older,Summer,6.16
7344,ONA,3,G - All Ages,Fall,6.72
7346,TV,37,PG-13 - Teens 13 or older,Summer,7.17
7347,TV,12,PG-13 - Teens 13 or older,Spring,7.38
7348,TV,46,G - All Ages,Fall,6.469135802469136
7350,Movie,1,PG - Children,Winter,7.35
7351,Special,1,PG-13 - Teens 13 or older,Summer,7.37
7352,OVA,1,R - 17+ (violence & profanity),Winter,6.85
7354,Special,2,PG-13 - Teens 13 or older,Fall,6.55
7356,OVA,2,PG-13 - Teens 13 or older,Fall,7.72
7357,OVA,4,PG-13 - Teens 13 or older,Winter,6.36
7358,OVA,1,PG-13 - Teens 13 or older,Summer,7.32
7361,ONA,10,PG-13 - Teens 13 or older,Fall,6.1
7362,Special,4,PG-13 - Teens 13 or older,Winter,7.56
7364,Special,4,PG-13 - Teens 13 or older,Fall,8.01
7365,TV,12,R - 17+ (violence & profanity),Winter,7.53
7367,TV,12,R - 17+ (violence & profanity),Summer,7.35
7368,TV,24,PG-13 - Teens 13 or older,Fall,7.53
7370,OVA,2,R+ - Mild Nudity,Winter,5.6
7372,OVA,1,PG-13 - Teens 13 or older,Fall,7.04
7373,TV,13,PG-13 - Teens 13 or older,Spring,7.14
7375,TV,24,R - 17+ (violence & profanity),Spring,8.06
7376,TV,12,PG-13 - Teens 13 or older,Summer,7.1
7378,TV,26,PG-13 - Teens 13 or older,Fall,8.09
7380,Special,9,PG-13 - Teens 13 or older,Fall,6.18
7381,ONA,1,PG-13 - Teens 13 or older,Fall,6.47
7382,Special,1,PG-13 - Teens 13 or older,Winter,6.48
7383,TV,13,PG-13 - Teens 13 or older,Winter,7.42
7385,Special,1,PG-13 - Teens 13 or older,Fall,7.15
7386,Movie,1,PG-13 - Teens 13 or older,Spring,6.39
7387,TV,12,PG-13 - Teens 13 or older,Summer,6.99
7390,TV,13,PG-13 - Teens 13 or older,Winter,5.84
7391,OVA,10,PG-13 - Teens 13 or older,Fall,5.58
7394,Special,2,PG-13 - Teens 13 or older,Fall,6.63
7395,TV,13,R - 17+ (violence & profanity),Spring,7.15
7396,TV,12,PG-13 - Teens 13 or older,Winter,6.16
7398,Special,1,PG-13 - Teens 13 or older,Fall,7.66
7399,TV,13,R - 17+ (violence & profanity),Spring,7.58
7401,OVA,1,PG-13 - Teens 13 or older,Winter,5.5
7402,OVA,1,PG-13 - Teens 13 or older,Winter,5.62
7404,OVA,1,PG-13 - Teens 13 or older,Summer,5.57
7409,Special,1,PG-13 - Teens 13 or older,Fall,7.5
7410,TV,23,PG - Children,Spring,5.2898550724637685
7412,OVA,2,PG-13 - Teens 13 or older,Winter,5.78
7413,ONA,1,PG-13 - Teens 13 or older,Fall,6.43
7414,Special,1,R+ - Mild Nudity,Fall,6.25
7415,Special,1,PG-13 - Teens 13 or older,Fall,5.94
7416,TV,13,PG-13 - Teens 13 or older,Winter,6.33
7417,TV,13,PG-13 - Teens 13 or older,Summer,7.36
7418,TV,13,R - 17+ (violence & profanity),Spring,6.72
7419,OVA,4,R+ - Mild Nudity,Winter,6.06
7423,Movie,1,PG - Children,Fall,5.82
7424,TV,12,PG-13 - Teens 13 or older,Winter,6.97
7425,ONA,4,PG - Children,Fall,5.27
7427,OVA,1,PG-13 - Teens 13 or older,Winter,7.95
7428,TV,13,PG-13 - Teens 13 or older,Spring,6.22
7430,TV,12,PG-13 - Teens 13 or older,Winter,5.79
7432,TV,12,PG-13 - Teens 13 or older,Winter,7.38
7433,TV,49,G - All Ages,Winter,6.59
7434,Movie,1,PG-13 - Teens 13 or older,Spring,7.07
7435,Special,1,R - 17+ (violence & profanity),Spring,3.47
7436,Movie,1,G - All Ages,Winter,7.13
7437,OVA,1,PG-13 - Teens 13 or older,Summer,7.26
7438,TV,20,R+ - Mild Nudity,Summer,4.98
7440,Special,2,G - All Ages,Winter,6.115384615384615
7441,Special,2,PG-13 - Teens 13 or older,Fall,7.2
7442,OVA,1,Rx - Hentai,Winter,7.13
7443,OVA,2,Rx - Hentai,Winter,7.22
7449,TV,25,R - 17+ (violence & profanity),Spring,8.48
7451,Special,5,R+ - Mild Nudity,Fall,6.07
7453,TV,13,R - 17+ (violence & profanity),Spring,6.89
7454,Movie,1,PG-13 - Teens 13 or older,Winter,6.091836734693878
7455,TV,12,PG-13 - Teens 13 or older,Spring,6.5
7456,TV,13,PG-13 - Teens 13 or older,Spring,7.5
7458,Movie,1,PG-13 - Teens 13 or older,Spring,7.48
7473,Special,1,PG-13 - Teens 13 or older,Spring,6.543478260869565
7474,OVA,1,G - All Ages,Winter,6.411764705882353
7475,TV,13,R - 17+ (violence & profanity),Summer,7.29
7481,OVA,1,PG-13 - Teens 13 or older,Spring,6.57
7483,ONA,6,PG-13 - Teens 13 or older,Fall,6.18
7487,Special,8,G - All Ages,Spring,6.2
7488,Special,3,G - All Ages,Summer,5.79
7490,OVA,1,R+ - Mild Nudity,Summer,5.3
7491,Movie,1,PG-13 - Teens 13 or older,Summer,8.12
7492,Movie,1,G - All Ages,Fall,8.23
7493,TV,12,R - 17+ (violence & profanity),Spring,7.17
7494,Movie,1,PG - Children,Summer,6.81
7495,Movie,1,PG - Children,Summer,6.35
7498,Special,1,R+ - Mild Nudity,Fall,7.27
7500,OVA,1,R - 17+ (violence & profanity),Summer,7.24
7502,TV,12,PG-13 - Teens 13 or older,Summer,8.08
7503,ONA,16,PG-13 - Teens 13 or older,Winter,6.56
7505,Movie,1,PG-13 - Teens 13 or older,Summer,5.88
7507,TV,12,PG-13 - Teens 13 or older,Summer,7.26
7508,Special,1,G - All Ages,Winter,6.03
