,Type,Episodes,Rating,Start_season,Score
5983,OVA,13,PG-13 - Teens 13 or older,Winter,6.21
5984,TV,12,R+ - Mild Nudity,Fall,6.41
5985,TV,12,G - All Ages,Summer,7.44
5987,Special,1,PG - Children,Winter,5.91
5988,TV,25,PG-13 - Teens 13 or older,Spring,7.94
5989,OVA,14,G - All Ages,Winter,6.26
6000,Movie,1,PG-13 - Teens 13 or older,Summer,7.17
6002,Movie,1,G - All Ages,Spring,8.03
6006,TV,51,PG-13 - Teens 13 or older,Spring,9.08
6007,OVA,2,Rx - Hentai,Winter,6.6
6008,Movie,1,R - 17+ (violence & profanity),Summer,6.13
6011,TV,25,G - All Ages,Fall,5.87
6012,Movie,1,G - All Ages,Winter,7.47
6013,TV,25,PG-13 - Teens 13 or older,Fall,7.2
6014,OVA,5,PG-13 - Teens 13 or older,Spring,7.52
6015,OVA,3,PG-13 - Teens 13 or older,Summer,6.85
6016,TV,11,PG-13 - Teens 13 or older,Spring,8.42
6020,TV,39,R - 17+ (violence & profanity),Spring,7.99
6022,Movie,1,PG-13 - Teens 13 or older,Winter,7.07
6025,Movie,1,G - All Ages,Winter,6.43
6026,OVA,12,PG-13 - Teens 13 or older,Summer,7.89
6028,TV,13,PG - Children,Spring,6.93
6029,TV,73,PG-13 - Teens 13 or older,Spring,6.34
6030,Movie,1,G - All Ages,Winter,6.59
6031,OVA,1,PG-13 - Teens 13 or older,Fall,6.68
6032,ONA,4,PG-13 - Teens 13 or older,Winter,7.42
6033,Movie,1,G - All Ages,Summer,7.85
6034,TV,25,PG-13 - Teens 13 or older,Fall,8.4
6036,Special,1,PG-13 - Teens 13 or older,Fall,6.59
6038,Movie,1,G - All Ages,Winter,5.871794871794871
6041,OVA,2,R+ - Mild Nudity,Summer,5.567164179104478
6042,OVA,1,R+ - Mild Nudity,Winter,7.02
6043,TV,24,PG-13 - Teens 13 or older,Summer,8.0
6044,Music,1,G - All Ages,Fall,7.32
6046,Movie,1,PG - Children,Summer,6.0344827586206895
6047,Movie,1,PG - Children,Summer,5.75
6048,Movie,1,PG - Children,Summer,6.436619718309859
6049,Movie,1,PG - Children,Winter,6.355263157894737
6051,Movie,1,PG - Children,Summer,5.9714285714285715
6052,Special,1,PG-13 - Teens 13 or older,Fall,7.49
6053,TV,12,R+ - Mild Nudity,Spring,6.39
6054,Movie,1,PG-13 - Teens 13 or older,Winter,6.73
6055,OVA,1,PG-13 - Teens 13 or older,Winter,7.4
6056,Special,2,R+ - Mild Nudity,Winter,6.5
6058,TV,12,R+ - Mild Nudity,Spring,6.78
6059,TV,12,PG-13 - Teens 13 or older,Spring,7.94
6060,Special,2,R - 17+ (violence & profanity),Spring,7.81
6061,TV,13,R - 17+ (violence & profanity),Fall,8.34
6062,Movie,1,R - 17+ (violence & profanity),Winter,7.76
6063,Movie,1,R - 17+ (violence & profanity),Winter,7.71
6064,Special,8,G - All Ages,Winter,6.84
6066,OVA,2,PG - Children,Summer,5.47
6067,OVA,2,PG-13 - Teens 13 or older,Fall,5.08
6069,Special,16,PG-13 - Teens 13 or older,Fall,6.84
6070,TV,12,R+ - Mild Nudity,Spring,6.52
6071,TV,13,R+ - Mild Nudity,Summer,7.31
6074,Movie,1,G - All Ages,Winter,6.61
6076,Movie,1,G - All Ages,Spring,6.82
6077,ONA,5,PG-13 - Teens 13 or older,Summer,6.17
6078,OVA,8,R - 17+ (violence & profanity),Spring,7.79
6079,Special,1,G - All Ages,Summer,6.91
6087,Special,1,PG-13 - Teens 13 or older,Winter,7.2
6088,Movie,1,R+ - Mild Nudity,Summer,8.18
6089,TV,13,PG-13 - Teens 13 or older,Spring,6.96
6090,TV,12,PG-13 - Teens 13 or older,Summer,6.63
6091,TV,11,R - 17+ (violence & profanity),Summer,7.58
6092,TV,11,PG-13 - Teens 13 or older,Summer,8.43
6093,TV,11,PG-13 - Teens 13 or older,Spring,7.25
6094,TV,26,PG-13 - Teens 13 or older,Spring,8.48
6095,Special,6,R+ - Mild Nudity,Winter,6.61
6097,Special,4,R - 17+ (violence & profanity),Winter,7.41
6098,Special,2,PG-13 - Teens 13 or older,Fall,6.31
6099,TV,13,R - 17+ (violence & profanity),Spring,6.55
6101,OVA,6,R+ - Mild Nudity,Spring,6.91
6103,OVA,1,R+ - Mild Nudity,Summer,6.45
6104,TV,12,G - All Ages,Summer,6.68
6105,Movie,1,G - All Ages,Summer,6.1
6107,Special,1,PG-13 - Teens 13 or older,Fall,6.22
6110,Special,1,PG - Children,Summer,6.42
6111,OVA,2,PG-13 - Teens 13 or older,Spring,7.42
6112,TV,51,G - All Ages,Fall,5.826086956521739
6113,TV,12,PG-13 - Teens 13 or older,Fall,6.77
6114,TV,13,R - 17+ (violence & profanity),Spring,7.54
6115,TV,12,PG-13 - Teens 13 or older,Summer,6.05
6116,Movie,1,R+ - Mild Nudity,Winter,7.76
6117,Special,1,PG-13 - Teens 13 or older,Summer,6.31
6118,TV,26,PG-13 - Teens 13 or older,Summer,6.08
6119,TV,12,G - All Ages,Fall,7.31
6126,Movie,1,G - All Ages,Winter,7.517241379310345
6130,Special,2,PG-13 - Teens 13 or older,Winter,6.94
6131,TV,119,G - All Ages,Spring,6.06
6133,TV,51,PG - Children,Spring,7.36
6134,ONA,2,G - All Ages,Summer,5.57
6135,Movie,1,PG-13 - Teens 13 or older,Summer,7.58
6136,OVA,2,PG-13 - Teens 13 or older,Fall,6.56
6140,Special,1,PG-13 - Teens 13 or older,Spring,4.9
6141,TV,26,R - 17+ (violence & profanity),Spring,8.25
6143,TV,25,PG-13 - Teens 13 or older,Summer,7.63
6148,Movie,1,PG-13 - Teens 13 or older,Spring,7.37
6149,OVA,1,R+ - Mild Nudity,Winter,6.72
6150,Special,1,PG-13 - Teens 13 or older,Summer,7.35
6151,Special,1,PG-13 - Teens 13 or older,Fall,6.1
6152,Special,2,PG - Children,Winter,6.98
6154,Special,13,PG-13 - Teens 13 or older,Fall,6.02
6155,TV,13,R+ - Mild Nudity,Spring,6.59
6156,Movie,1,PG-13 - Teens 13 or older,Spring,5.51
6158,TV,13,PG-13 - Teens 13 or older,Summer,7.1
6160,TV,12,PG-13 - Teens 13 or older,Spring,6.47
6163,TV,46,G - All Ages,Winter,6.15
6164,Special,1,PG-13 - Teens 13 or older,Summer,7.22
6166,TV,21,PG-13 - Teens 13 or older,Fall,7.09
6167,TV,22,PG-13 - Teens 13 or older,Spring,6.55
6168,Movie,1,G - All Ages,Summer,6.29
6169,TV,6,PG-13 - Teens 13 or older,Spring,6.45
6171,TV,13,G - All Ages,Spring,6.8
6172,TV,25,G - All Ages,Spring,6.02
6173,OVA,6,PG-13 - Teens 13 or older,Summer,7.65
6178,TV,12,PG-13 - Teens 13 or older,Summer,7.78
6179,TV,52,PG - Children,Spring,6.52
6180,TV,3,PG-13 - Teens 13 or older,Summer,5.25
6181,OVA,1,G - All Ages,Winter,6.37
6184,TV,52,PG - Children,Spring,6.8
6185,TV,13,R - 17+ (violence & profanity),Summer,7.04
6188,TV,12,PG-13 - Teens 13 or older,Fall,7.51
6189,TV,13,PG-13 - Teens 13 or older,Summer,8.6
6190,OVA,1,Rx - Hentai,Spring,7.13
6191,ONA,10,PG-13 - Teens 13 or older,Summer,6.57
6192,Movie,1,G - All Ages,Spring,7.63
6193,Special,3,PG-13 - Teens 13 or older,Winter,6.41
6194,Special,6,PG-13 - Teens 13 or older,Summer,5.64
6196,TV,12,PG-13 - Teens 13 or older,Fall,7.28
6197,TV,12,PG-13 - Teens 13 or older,Fall,7.11
6198,Movie,1,PG-13 - Teens 13 or older,Winter,6.24
6199,OVA,1,G - All Ages,Winter,5.11
6201,Movie,1,G - All Ages,Summer,8.38
6203,OVA,1,R+ - Mild Nudity,Winter,5.45
6204,OVA,1,R - 17+ (violence & profanity),Fall,6.98
6205,OVA,2,Rx - Hentai,Spring,7.12
6210,ONA,1,PG-13 - Teens 13 or older,Summer,6.82
6211,Special,1,PG-13 - Teens 13 or older,Winter,5.74
6213,TV,24,PG - Children,Spring,7.16
6214,Music,1,G - All Ages,Winter,7.39
6215,TV,26,PG-13 - Teens 13 or older,Winter,7.14
6217,TV,13,PG-13 - Teens 13 or older,Fall,7.1
6218,OVA,2,Rx - Hentai,Spring,6.65
6220,TV,11,G - All Ages,Spring,5.091836734693878
6221,TV,13,PG-13 - Teens 13 or older,Fall,7.7
6223,ONA,10,PG-13 - Teens 13 or older,Fall,7.38
6224,TV,12,R+ - Mild Nudity,Summer,6.22
6226,Special,1,R - 17+ (violence & profanity),Winter,7.51
6227,Special,1,R - 17+ (violence & profanity),Summer,6.69
6228,Special,3,PG - Children,Spring,7.54
6229,Special,1,PG-13 - Teens 13 or older,Winter,6.19
6230,Special,16,PG-13 - Teens 13 or older,Spring,7.37
6231,OVA,1,PG-13 - Teens 13 or older,Fall,6.22
6232,Special,1,PG-13 - Teens 13 or older,Spring,7.27
6234,TV,12,R - 17+ (violence & profanity),Summer,6.56
6235,OVA,4,R - 17+ (violence & profanity),Summer,6.54
6236,TV,12,PG-13 - Teens 13 or older,Summer,7.6
6237,Special,4,PG-13 - Teens 13 or older,Winter,7.53
6238,Movie,1,G - All Ages,Winter,7.57
6239,Movie,1,PG - Children,Winter,6.01
6240,Movie,1,G - All Ages,Winter,6.78
6241,Special,1,R - 17+ (violence & profanity),Winter,7.07
6243,TV,47,G - All Ages,Spring,6.98
6245,Special,6,G - All Ages,Spring,5.48
6246,TV,13,PG-13 - Teens 13 or older,Spring,6.65
6249,TV,13,PG-13 - Teens 13 or older,Fall,7.87
6251,TV,24,G - All Ages,Spring,5.8
6255,OVA,1,PG-13 - Teens 13 or older,Spring,7.35
6256,ONA,2,G - All Ages,Spring,6.79
6258,Movie,1,PG - Children,Winter,7.91
6259,Special,3,PG-13 - Teens 13 or older,Spring,7.32
6261,TV,22,PG-13 - Teens 13 or older,Spring,5.25
6262,TV,11,PG-13 - Teens 13 or older,Spring,5.5
6263,OVA,1,R - 17+ (violence & profanity),Winter,5.86
6264,OVA,4,Rx - Hentai,Spring,6.61
6265,OVA,1,R+ - Mild Nudity,Spring,6.43
6266,Special,1,G - All Ages,Fall,6.83
6269,TV,25,PG-13 - Teens 13 or older,Winter,6.49
6270,TV,21,PG-13 - Teens 13 or older,Spring,6.18
6273,TV,12,R - 17+ (violence & profanity),Summer,7.54
6275,TV,12,PG-13 - Teens 13 or older,Summer,6.84
6276,OVA,4,PG-13 - Teens 13 or older,Summer,7.54
6278,TV,12,R - 17+ (violence & profanity),Fall,6.66
6280,OVA,1,R+ - Mild Nudity,Summer,6.65
6284,TV,25,PG-13 - Teens 13 or older,Fall,7.52
6285,Movie,1,PG-13 - Teens 13 or older,Summer,7.46
6286,OVA,2,Rx - Hentai,Spring,6.59
6287,Movie,1,PG-13 - Teens 13 or older,Fall,6.91
6292,Special,1,PG-13 - Teens 13 or older,Fall,6.82
6293,TV,24,G - All Ages,Fall,6.22
6294,TV,12,R+ - Mild Nudity,Summer,6.5
6295,TV,26,R+ - Mild Nudity,Fall,7.54
6296,OVA,1,PG-13 - Teens 13 or older,Fall,6.78
6298,Movie,1,R+ - Mild Nudity,Summer,7.37
6300,OVA,1,PG-13 - Teens 13 or older,Fall,7.27
6301,Movie,1,G - All Ages,Spring,7.3
6302,TV,22,PG-13 - Teens 13 or older,Spring,5.224489795918367
6303,Special,1,PG-13 - Teens 13 or older,Winter,7.32
6305,Special,1,PG-13 - Teens 13 or older,Winter,8.07
6306,Special,10,PG-13 - Teens 13 or older,Spring,7.1
6309,Movie,1,PG-13 - Teens 13 or older,Summer,6.97
6312,TV,13,PG-13 - Teens 13 or older,Summer,6.53
6315,Movie,1,R+ - Mild Nudity,Spring,7.2
6319,Movie,1,PG-13 - Teens 13 or older,Summer,7.16
6320,Movie,1,PG-13 - Teens 13 or older,Spring,6.25
6322,Movie,1,R - 17+ (violence & profanity),Spring,6.41
6323,Movie,1,PG - Children,Winter,6.97
6324,Music,1,G - All Ages,Spring,5.96
6325,Movie,1,R - 17+ (violence & profanity),Fall,6.41
6326,OVA,2,Rx - Hentai,Summer,6.93
6328,OVA,2,Rx - Hentai,Summer,6.06
6331,OVA,1,PG-13 - Teens 13 or older,Spring,7.39
6335,Movie,1,PG-13 - Teens 13 or older,Spring,5.35
6336,ONA,12,PG-13 - Teens 13 or older,Spring,7.26
6337,Movie,1,PG-13 - Teens 13 or older,Summer,7.39
6338,Movie,1,PG-13 - Teens 13 or older,Summer,7.49
6339,Movie,1,PG-13 - Teens 13 or older,Summer,7.6
6340,Movie,1,PG-13 - Teens 13 or older,Fall,7.56
6341,Movie,1,PG-13 - Teens 13 or older,Fall,7.64
6343,TV,12,R+ - Mild Nudity,Fall,7.27
6345,TV,24,R - 17+ (violence & profanity),Summer,7.98
6346,Movie,1,PG-13 - Teens 13 or older,Spring,6.49
6347,OVA,2,Rx - Hentai,Summer,6.13
6348,Movie,1,PG-13 - Teens 13 or older,Summer,7.47
6350,Special,9,PG-13 - Teens 13 or older,Summer,5.66
6351,ONA,1,G - All Ages,Spring,6.06
6352,Special,11,PG-13 - Teens 13 or older,Spring,6.97
6353,Special,1,R - 17+ (violence & profanity),Spring,6.42
6354,Movie,1,PG - Children,Summer,6.63
6355,OVA,2,R+ - Mild Nudity,Fall,6.283333333333333
6358,OVA,3,PG-13 - Teens 13 or older,Winter,6.01
6366,OVA,1,Rx - Hentai,Summer,5.6
6368,ONA,2,G - All Ages,Spring,6.07
6369,OVA,3,Rx - Hentai,Summer,6.51
6371,Special,1,PG-13 - Teens 13 or older,Spring,7.02
6372,OVA,6,Rx - Hentai,Summer,7.57
6373,OVA,1,PG-13 - Teens 13 or older,Summer,5.49
6374,TV,10,R - 17+ (violence & profanity),Spring,7.56
6376,TV,22,R - 17+ (violence & profanity),Fall,7.52
6377,OVA,1,R+ - Mild Nudity,Fall,6.92
6378,Special,6,R+ - Mild Nudity,Spring,6.1
6380,TV,11,R - 17+ (violence & profanity),Fall,7.4
6381,Music,1,G - All Ages,Spring,5.94
6382,TV,25,PG-13 - Teens 13 or older,Fall,8.23
6383,ONA,7,PG-13 - Teens 13 or older,Summer,5.47
6384,TV,13,G - All Ages,Summer,6.06
6385,Special,1,G - All Ages,Summer,7.35
6386,OVA,1,PG-13 - Teens 13 or older,Summer,7.32
6387,Special,25,PG-13 - Teens 13 or older,Spring,7.0
6388,TV,49,PG-13 - Teens 13 or older,Fall,6.49
6392,TV,21,PG-13 - Teens 13 or older,Fall,6.0
6395,Movie,1,G - All Ages,Fall,6.99
6400,OVA,1,Rx - Hentai,Summer,6.66
6401,Special,7,G - All Ages,Summer,6.35
6402,Special,6,PG-13 - Teens 13 or older,Summer,7.24
6403,TV,11,PG-13 - Teens 13 or older,Summer,5.5
6404,ONA,4,PG-13 - Teens 13 or older,Spring,6.97
6405,Special,8,R+ - Mild Nudity,Fall,6.17
6406,TV,4,PG-13 - Teens 13 or older,Summer,5.24
6407,Music,1,PG-13 - Teens 13 or older,Summer,6.53
6409,OVA,6,Rx - Hentai,Fall,6.1
6413,ONA,1,PG-13 - Teens 13 or older,Spring,5.07
6414,Special,8,PG-13 - Teens 13 or older,Spring,7.24
6415,Special,1,PG-13 - Teens 13 or older,Winter,8.34
6416,TV,52,G - All Ages,Summer,6.08
6417,TV,12,PG - Children,Spring,7.28
6418,OVA,2,PG-13 - Teens 13 or older,Fall,6.723809523809524
6419,TV,12,PG-13 - Teens 13 or older,Spring,7.33
6420,Special,1,PG-13 - Teens 13 or older,Fall,6.49
6421,TV,26,PG-13 - Teens 13 or older,Spring,4.836363636363636
6423,ONA,1,PG-13 - Teens 13 or older,Fall,6.94
6424,OVA,1,PG-13 - Teens 13 or older,Summer,6.75
6427,Special,6,G - All Ages,Fall,6.38
6431,OVA,2,PG - Children,Fall,6.43
6432,OVA,3,PG - Children,Fall,6.41
6433,Movie,1,G - All Ages,Summer,7.32
6434,Special,4,R+ - Mild Nudity,Summer,6.01
6435,Special,1,PG-13 - Teens 13 or older,Summer,6.98
6436,OVA,2,R+ - Mild Nudity,Fall,6.36
6437,OVA,4,PG-13 - Teens 13 or older,Summer,7.35
6438,OVA,1,R+ - Mild Nudity,Fall,6.72
6439,OVA,1,R - 17+ (violence & profanity),Fall,6.95
6440,Special,2,PG-13 - Teens 13 or older,Summer,7.63
6441,OVA,1,PG-13 - Teens 13 or older,Winter,6.68
6442,OVA,6,R+ - Mild Nudity,Winter,8.36
6446,Special,1,PG - Children,Summer,6.79
6447,Special,1,PG - Children,Winter,6.88
6448,Special,3,G - All Ages,Winter,6.48
6449,Special,3,PG - Children,Summer,6.71
6451,ONA,1,PG-13 - Teens 13 or older,Summer,5.31
6452,TV,8,PG-13 - Teens 13 or older,Fall,5.62
6454,TV,34,PG-13 - Teens 13 or older,Summer,5.866666666666666
6457,TV,51,PG - Children,Spring,5.6
6461,Movie,1,G - All Ages,Fall,7.41
6462,Movie,1,PG-13 - Teens 13 or older,Spring,7.8
6463,OVA,2,R+ - Mild Nudity,Winter,6.02
6464,Movie,1,PG - Children,Spring,6.91
6465,TV,12,PG-13 - Teens 13 or older,Winter,7.46
6466,TV,50,PG - Children,Fall,6.18
6467,Movie,1,PG - Children,Winter,7.04
6468,TV,24,R+ - Mild Nudity,Summer,7.11
6469,OVA,2,Rx - Hentai,Summer,6.58
6470,Music,1,PG-13 - Teens 13 or older,Summer,7.25
6471,Special,1,R - 17+ (violence & profanity),Summer,5.8
6472,Movie,1,G - All Ages,Winter,6.16
6475,OVA,2,Rx - Hentai,Fall,6.8
6477,Special,1,PG - Children,Summer,6.33
6478,Movie,1,PG - Children,Summer,6.47
6479,Special,3,R - 17+ (violence & profanity),Summer,7.19
6480,TV,13,PG-13 - Teens 13 or older,Winter,6.87
6481,Special,2,PG-13 - Teens 13 or older,Summer,6.68
6483,Movie,1,PG-13 - Teens 13 or older,Summer,5.69
6486,Special,1,PG-13 - Teens 13 or older,Spring,6.19
6487,OVA,2,PG-13 - Teens 13 or older,Winter,6.15
6488,ONA,10,PG-13 - Teens 13 or older,Summer,6.59
6489,TV,12,R - 17+ (violence & profanity),Winter,7.55
6490,Special,4,PG-13 - Teens 13 or older,Fall,7.98
6491,TV,12,PG-13 - Teens 13 or older,Fall,7.97
6492,OVA,4,PG-13 - Teens 13 or older,Fall,7.69
6494,Special,1,R+ - Mild Nudity,Fall,6.86
6495,TV,52,G - All Ages,Fall,6.39
6496,TV,12,PG-13 - Teens 13 or older,Winter,7.33
6497,OVA,4,Rx - Hentai,Fall,6.01
6500,TV,104,PG - Children,Spring,5.666666666666667
6501,OVA,2,R+ - Mild Nudity,Winter,6.64
6504,TV,12,PG-13 - Teens 13 or older,Winter,6.92
6505,TV,13,PG-13 - Teens 13 or older,Winter,7.44
6506,Special,2,PG-13 - Teens 13 or older,Fall,7.79
6507,TV,12,PG-13 - Teens 13 or older,Fall,7.94
6508,TV,12,R - 17+ (violence & profanity),Winter,6.8
6510,OVA,1,R+ - Mild Nudity,Fall,6.65
6511,Special,1,PG-13 - Teens 13 or older,Fall,7.31
6513,Movie,1,PG - Children,Summer,5.56
6515,Special,1,PG - Children,Winter,6.56
6516,TV,8,PG-13 - Teens 13 or older,Winter,6.85
6517,Special,1,PG - Children,Winter,6.86
6519,OVA,2,R+ - Mild Nudity,Winter,7.23
6520,TV,12,PG-13 - Teens 13 or older,Winter,7.52
6522,OVA,2,PG-13 - Teens 13 or older,Winter,7.12
6523,TV,12,PG-13 - Teens 13 or older,Winter,7.22
6525,OVA,1,G - All Ages,Fall,6.86
6527,Special,1,PG-13 - Teens 13 or older,Summer,7.53
6528,TV,13,PG-13 - Teens 13 or older,Winter,7.56
6529,Movie,1,PG-13 - Teens 13 or older,Winter,7.14
6530,TV,25,PG - Children,Fall,6.45
6535,TV,12,PG-13 - Teens 13 or older,Winter,7.49
6536,OVA,2,R - 17+ (violence & profanity),Fall,7.11
6537,Special,1,PG-13 - Teens 13 or older,Summer,6.22
6539,TV,75,PG - Children,Fall,6.76
6540,OVA,2,Rx - Hentai,Fall,6.54
6543,Special,1,PG-13 - Teens 13 or older,Winter,5.79
6544,Special,1,PG-13 - Teens 13 or older,Winter,6.7
6545,Music,1,G - All Ages,Summer,6.95
6546,TV,13,PG-13 - Teens 13 or older,Winter,6.69
6548,TV,12,R+ - Mild Nudity,Spring,7.36
6549,Special,1,PG-13 - Teens 13 or older,Summer,6.03
6550,Music,1,PG-13 - Teens 13 or older,Summer,6.55
6552,TV,13,PG - Children,Spring,5.88
6555,Movie,1,R - 17+ (violence & profanity),Fall,7.6
6557,OVA,1,G - All Ages,Summer,6.05
6560,TV,16,PG-13 - Teens 13 or older,Fall,6.106060606060606
6561,TV,26,PG-13 - Teens 13 or older,Fall,6.07
6562,Special,1,PG-13 - Teens 13 or older,Fall,7.46
6564,OVA,1,G - All Ages,Fall,6.93
6565,Movie,1,PG-13 - Teens 13 or older,Spring,8.5
6567,Music,1,PG-13 - Teens 13 or older,Summer,6.54
6569,Special,1,G - All Ages,Winter,5.476190476190476
6571,TV,11,R - 17+ (violence & profanity),Winter,8.18
6572,TV,11,PG-13 - Teens 13 or older,Summer,5.28
6574,TV,13,PG-13 - Teens 13 or older,Fall,6.68
6575,TV,12,R+ - Mild Nudity,Winter,7.4
6577,TV,10,PG-13 - Teens 13 or older,Summer,7.33
6578,Movie,1,PG-13 - Teens 13 or older,Winter,6.68
6579,Movie,1,PG-13 - Teens 13 or older,Summer,5.58
6581,OVA,2,PG-13 - Teens 13 or older,Winter,7.45
6582,TV,13,PG-13 - Teens 13 or older,Winter,8.67
6590,Movie,1,G - All Ages,Fall,6.03
6592,TV,37,PG-13 - Teens 13 or older,Winter,7.22
6594,OVA,1,R - 17+ (violence & profanity),Spring,7.32
6595,TV,13,R - 17+ (violence & profanity),Fall,6.8
6596,Movie,1,R - 17+ (violence & profanity),Winter,6.11
6599,Special,6,PG-13 - Teens 13 or older,Summer,5.93
6605,Movie,1,PG-13 - Teens 13 or older,Fall,7.64
6606,TV,13,PG-13 - Teens 13 or older,Spring,7.98
6607,TV,12,R - 17+ (violence & profanity),Spring,8.59
6608,Movie,1,R - 17+ (violence & profanity),Winter,7.5
6610,OVA,2,Rx - Hentai,Fall,6.72
6612,TV,13,PG-13 - Teens 13 or older,Winter,7.03
6613,Movie,1,PG-13 - Teens 13 or older,Fall,6.53
6614,TV,25,PG-13 - Teens 13 or older,Summer,7.25
6615,TV,24,PG-13 - Teens 13 or older,Spring,7.32
6616,TV,12,PG-13 - Teens 13 or older,Spring,7.07
6617,TV,12,R+ - Mild Nudity,Fall,5.81
6618,OVA,1,PG-13 - Teens 13 or older,Fall,5.283950617283951
6619,TV,12,R+ - Mild Nudity,Winter,6.2
6620,TV,25,PG-13 - Teens 13 or older,Spring,8.15
6622,Special,1,PG-13 - Teens 13 or older,Fall,7.23
6623,TV,13,PG-13 - Teens 13 or older,Summer,7.09
6624,TV,12,PG-13 - Teens 13 or older,Spring,7.07
6628,Special,1,G - All Ages,Spring,7.41
6629,Music,1,PG-13 - Teens 13 or older,Winter,5.78
6630,OVA,1,G - All Ages,Fall,5.44
6631,OVA,2,Rx - Hentai,Fall,6.74
6633,OVA,11,R+ - Mild Nudity,Winter,7.93
6636,OVA,6,Rx - Hentai,Winter,7.41
6638,TV,34,PG-13 - Teens 13 or older,Spring,7.03
6639,TV,13,R+ - Mild Nudity,Spring,6.89
6640,TV,18,PG-13 - Teens 13 or older,Summer,6.81
6641,TV,12,PG-13 - Teens 13 or older,Winter,8.28
6642,Special,1,PG - Children,Summer,6.23
6645,TV,12,R+ - Mild Nudity,Spring,6.32
6646,OVA,1,PG-13 - Teens 13 or older,Winter,4.72
6648,TV,44,PG - Children,Fall,6.19
6649,OVA,2,Rx - Hentai,Fall,7.36
6651,TV,13,PG-13 - Teens 13 or older,Summer,7.82
6652,Special,1,PG-13 - Teens 13 or older,Spring,7.47
6654,Special,51,PG - Children,Summer,6.74
6656,OVA,2,PG-13 - Teens 13 or older,Fall,8.35
6658,TV,12,PG-13 - Teens 13 or older,Summer,7.46
6661,Movie,1,PG-13 - Teens 13 or older,Fall,8.23
6662,Movie,1,PG-13 - Teens 13 or older,Fall,8.39
6663,Movie,1,PG-13 - Teens 13 or older,Fall,8.44
6665,OVA,2,Rx - Hentai,Winter,6.55
6666,Movie,1,PG-13 - Teens 13 or older,Fall,7.02
6668,Movie,1,PG-13 - Teens 13 or older,Summer,7.44
6669,Movie,1,PG-13 - Teens 13 or older,Winter,7.81
6670,TV,52,PG - Children,Winter,7.68
6672,OVA,26,PG-13 - Teens 13 or older,Spring,8.37
6673,TV,38,R - 17+ (violence & profanity),Summer,8.04
6675,OVA,1,G - All Ages,Summer,6.05
6676,TV,45,PG - Children,Spring,6.707865168539326
6677,Movie,1,PG-13 - Teens 13 or older,Summer,7.41
6678,Movie,1,R+ - Mild Nudity,Summer,7.45
6679,OVA,2,Rx - Hentai,Spring,6.71
6681,OVA,2,Rx - Hentai,Spring,5.68
6682,OVA,4,Rx - Hentai,Spring,5.55
6683,Special,2,R+ - Mild Nudity,Fall,6.09
6684,Special,1,PG-13 - Teens 13 or older,Fall,7.34
6685,Special,1,PG-13 - Teens 13 or older,Winter,8.11
6688,Movie,1,R+ - Mild Nudity,Spring,7.92
6689,Movie,1,R+ - Mild Nudity,Winter,8.21
6690,Movie,1,G - All Ages,Spring,7.74
6691,TV,12,PG-13 - Teens 13 or older,Spring,7.02
6693,TV,13,PG-13 - Teens 13 or older,Spring,6.3
6694,Special,3,R+ - Mild Nudity,Summer,6.19
6697,OVA,1,PG-13 - Teens 13 or older,Summer,6.87
6698,TV,35,PG-13 - Teens 13 or older,Winter,5.838709677419355
6699,OVA,1,G - All Ages,Summer,5.79
6702,TV,13,PG-13 - Teens 13 or older,Spring,7.39
6703,ONA,5,PG-13 - Teens 13 or older,Fall,5.74
6704,Movie,1,G - All Ages,Summer,6.36
6706,TV,12,PG-13 - Teens 13 or older,Summer,7.09
6709,OVA,1,PG-13 - Teens 13 or older,Fall,7.48
6710,TV,22,PG-13 - Teens 13 or older,Spring,8.14
6711,TV,48,G - All Ages,Winter,6.74
6712,Movie,1,G - All Ages,Winter,7.11
6713,Movie,1,PG-13 - Teens 13 or older,Winter,6.82
6714,OVA,1,PG-13 - Teens 13 or older,Spring,6.89
6715,Special,1,PG-13 - Teens 13 or older,Fall,7.18
6716,ONA,12,R+ - Mild Nudity,Winter,5.77
6718,Special,1,PG - Children,Fall,6.92
6719,OVA,1,PG-13 - Teens 13 or older,Summer,5.88
6720,Movie,1,G - All Ages,Spring,6.28
6721,Movie,1,PG-13 - Teens 13 or older,Summer,6.64
6722,TV,12,PG-13 - Teens 13 or older,Summer,6.99
6723,TV,12,PG-13 - Teens 13 or older,Spring,7.51
6724,TV,13,PG-13 - Teens 13 or older,Summer,7.05
6725,Movie,1,G - All Ages,Fall,5.43
6726,ONA,10,R - 17+ (violence & profanity),Spring,6.51
6727,TV,3,PG-13 - Teens 13 or older,Winter,7.02
6728,OVA,4,PG-13 - Teens 13 or older,Winter,6.17
6730,OVA,5,PG-13 - Teens 13 or older,Spring,6.66
6731,OVA,5,R+ - Mild Nudity,Fall,6.56
6733,Movie,1,PG - Children,Summer,8.64
6735,TV,26,PG - Children,Winter,6.2
6736,TV,25,PG-13 - Teens 13 or older,Fall,8.58
6737,TV,12,PG-13 - Teens 13 or older,Spring,6.15
6740,OVA,4,Rx - Hentai,Winter,7.41
6744,OVA,1,PG-13 - Teens 13 or older,Summer,5.52
6745,OVA,1,R+ - Mild Nudity,Spring,5.53
6746,TV,12,PG-13 - Teens 13 or older,Summer,7.85
6747,ONA,10,G - All Ages,Fall,6.13
6748,TV,12,R+ - Mild Nudity,Spring,7.85
